"","Time","Year","Month","City","City_code","Unsorted","Unsorted_per_ca","Income","Income_thous","Population","Baby","Household_Size","EnvBud","EnvBud_perca","TimeIndicator","TT_NTC","FE_NTC","TE.NTC","MRSP","FE_TPC","FE_TYC","FE_TCC","FE_TNC","FE_KSC","FE_Yilan","FE_KLC","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","Treated_y2008","DATE_2008","DATE_2009","DATE_2010","DATE_2011","DATE_2012","DATE_2013","DATE_2014","DATE_2015","DATE_2016"
"581",2007-12-01,2007,12,"NewTaipeiCity",1,67709,17.83,1161741,1161.741,3798015,0.0341,2.9,6510507,1.72,84,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"676",2008-01-01,2008,1,"NewTaipeiCity",1,79249,20.67,1221746,1221.746,3833730,0.0338,2.86,7594800,1.99,85,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"674",2008-02-01,2008,2,"NewTaipeiCity",1,73185,19.09,1221746,1221.746,3833730,0.0338,2.86,7594800,1.99,86,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"675",2008-03-01,2008,3,"NewTaipeiCity",1,67634,17.64,1221746,1221.746,3833730,0.0338,2.86,7594800,1.99,87,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"680",2008-04-01,2008,4,"NewTaipeiCity",1,66540,17.36,1221746,1221.746,3833730,0.0338,2.86,7594800,1.99,88,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"681",2008-05-01,2008,5,"NewTaipeiCity",1,71238,18.58,1221746,1221.746,3833730,0.0338,2.86,7594800,1.99,89,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"677",2008-06-01,2008,6,"NewTaipeiCity",1,69331,18.08,1221746,1221.746,3833730,0.0338,2.86,7594800,1.99,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"673",2008-07-01,2008,7,"NewTaipeiCity",1,68705,17.92,1221746,1221.746,3833730,0.0338,2.86,7594800,1.99,91,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"679",2008-08-01,2008,8,"NewTaipeiCity",1,61980,16.17,1221746,1221.746,3833730,0.0338,2.86,7594800,1.99,92,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"678",2008-09-01,2008,9,"NewTaipeiCity",1,65394,17.06,1221746,1221.746,3833730,0.0338,2.86,7594800,1.99,93,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"683",2008-10-01,2008,10,"NewTaipeiCity",1,61787,16.12,1221746,1221.746,3833730,0.0338,2.86,7594800,1.99,94,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"684",2008-11-01,2008,11,"NewTaipeiCity",1,57684,15.05,1221746,1221.746,3833730,0.0338,2.86,7594800,1.99,95,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"682",2008-12-01,2008,12,"NewTaipeiCity",1,64536,16.83,1221746,1221.746,3833730,0.0338,2.86,7594800,1.99,96,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"776",2009-01-01,2009,1,"NewTaipeiCity",1,73557,18.99,1177787,1177.787,3873653,0.0339,2.82,7869226,2.04,97,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"778",2009-02-01,2009,2,"NewTaipeiCity",1,59134,15.27,1177787,1177.787,3873653,0.0339,2.82,7869226,2.04,98,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"775",2009-03-01,2009,3,"NewTaipeiCity",1,61371,15.84,1177787,1177.787,3873653,0.0339,2.82,7869226,2.04,99,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"771",2009-04-01,2009,4,"NewTaipeiCity",1,61069,15.77,1177787,1177.787,3873653,0.0339,2.82,7869226,2.04,100,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"780",2009-05-01,2009,5,"NewTaipeiCity",1,61066,15.76,1177787,1177.787,3873653,0.0339,2.82,7869226,2.04,101,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"772",2009-06-01,2009,6,"NewTaipeiCity",1,65582,16.93,1177787,1177.787,3873653,0.0339,2.82,7869226,2.04,102,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"779",2009-07-01,2009,7,"NewTaipeiCity",1,59993,15.49,1177787,1177.787,3873653,0.0339,2.82,7869226,2.04,103,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"777",2009-08-01,2009,8,"NewTaipeiCity",1,57183,14.76,1177787,1177.787,3873653,0.0339,2.82,7869226,2.04,104,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"770",2009-09-01,2009,9,"NewTaipeiCity",1,52966,13.67,1177787,1177.787,3873653,0.0339,2.82,7869226,2.04,105,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"774",2009-10-01,2009,10,"NewTaipeiCity",1,58025,14.98,1177787,1177.787,3873653,0.0339,2.82,7869226,2.04,106,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"769",2009-11-01,2009,11,"NewTaipeiCity",1,57446,14.83,1177787,1177.787,3873653,0.0339,2.82,7869226,2.04,107,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"773",2009-12-01,2009,12,"NewTaipeiCity",1,52002,13.42,1177787,1177.787,3873653,0.0339,2.82,7869226,2.04,108,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"867",2010-01-01,2010,1,"NewTaipeiCity",1,67260,17.26,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,109,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"865",2010-02-01,2010,2,"NewTaipeiCity",1,64226,16.48,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,110,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"873",2010-03-01,2010,3,"NewTaipeiCity",1,58615,15.04,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,111,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"871",2010-04-01,2010,4,"NewTaipeiCity",1,56666,14.54,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,112,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"875",2010-05-01,2010,5,"NewTaipeiCity",1,60813,15.6,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,113,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"869",2010-06-01,2010,6,"NewTaipeiCity",1,61995,15.91,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,114,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"866",2010-07-01,2010,7,"NewTaipeiCity",1,53340,13.69,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,115,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"872",2010-08-01,2010,8,"NewTaipeiCity",1,47982,12.31,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,116,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"868",2010-09-01,2010,9,"NewTaipeiCity",1,46492,11.93,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,117,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"874",2010-10-01,2010,10,"NewTaipeiCity",1,46227,11.86,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,118,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"876",2010-11-01,2010,11,"NewTaipeiCity",1,41195,10.57,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,119,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"870",2010-12-01,2010,12,"NewTaipeiCity",1,33546,8.61,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,120,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"962",2011-01-01,2011,1,"NewTaipeiCity",1,39622,10.12,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,121,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"968",2011-02-01,2011,2,"NewTaipeiCity",1,33415,8.53,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,122,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"970",2011-03-01,2011,3,"NewTaipeiCity",1,32539,8.31,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,123,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"961",2011-04-01,2011,4,"NewTaipeiCity",1,30593,7.81,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,124,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"964",2011-05-01,2011,5,"NewTaipeiCity",1,32205,8.22,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,125,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"966",2011-06-01,2011,6,"NewTaipeiCity",1,33192,8.48,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,126,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"963",2011-07-01,2011,7,"NewTaipeiCity",1,30980,7.91,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,127,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"965",2011-08-01,2011,8,"NewTaipeiCity",1,31473,8.04,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,128,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"972",2011-09-01,2011,9,"NewTaipeiCity",1,35050,8.95,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,129,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"967",2011-10-01,2011,10,"NewTaipeiCity",1,35289,9.01,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,130,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"969",2011-11-01,2011,11,"NewTaipeiCity",1,34244,8.74,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,131,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"971",2011-12-01,2011,12,"NewTaipeiCity",1,37374,9.54,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,132,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1063",2012-01-01,2012,1,"NewTaipeiCity",1,46809,11.88,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,133,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1064",2012-02-01,2012,2,"NewTaipeiCity",1,32752,8.31,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,134,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1059",2012-03-01,2012,3,"NewTaipeiCity",1,37683,9.57,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,135,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1058",2012-04-01,2012,4,"NewTaipeiCity",1,36240,9.2,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,136,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1060",2012-05-01,2012,5,"NewTaipeiCity",1,38047,9.66,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,137,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1067",2012-06-01,2012,6,"NewTaipeiCity",1,38405,9.75,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,138,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1062",2012-07-01,2012,7,"NewTaipeiCity",1,36497,9.26,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,139,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1065",2012-08-01,2012,8,"NewTaipeiCity",1,37424,9.5,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,140,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1066",2012-09-01,2012,9,"NewTaipeiCity",1,33838,8.59,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,141,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1068",2012-10-01,2012,10,"NewTaipeiCity",1,34496,8.76,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,142,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1061",2012-11-01,2012,11,"NewTaipeiCity",1,34265,8.7,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,143,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1057",2012-12-01,2012,12,"NewTaipeiCity",1,35118,8.91,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,144,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1162",2013-01-01,2013,1,"NewTaipeiCity",1,38570,9.75,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,145,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1158",2013-02-01,2013,2,"NewTaipeiCity",1,38496,9.73,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,146,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1160",2013-03-01,2013,3,"NewTaipeiCity",1,34018,8.6,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,147,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1154",2013-04-01,2013,4,"NewTaipeiCity",1,35376,8.94,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,148,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1156",2013-05-01,2013,5,"NewTaipeiCity",1,34854,8.81,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,149,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1155",2013-06-01,2013,6,"NewTaipeiCity",1,31671,8.01,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,150,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1153",2013-07-01,2013,7,"NewTaipeiCity",1,35948,9.09,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,151,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1159",2013-08-01,2013,8,"NewTaipeiCity",1,30841,7.8,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,152,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1157",2013-09-01,2013,9,"NewTaipeiCity",1,28860,7.3,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,153,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1163",2013-10-01,2013,10,"NewTaipeiCity",1,30487,7.71,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,154,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1161",2013-11-01,2013,11,"NewTaipeiCity",1,30073,7.6,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,155,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1164",2013-12-01,2013,12,"NewTaipeiCity",1,30629,7.74,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,156,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1255",2014-01-01,2014,1,"NewTaipeiCity",1,38980,9.83,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,157,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1252",2014-02-01,2014,2,"NewTaipeiCity",1,29949,7.55,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,158,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1260",2014-03-01,2014,3,"NewTaipeiCity",1,32017,8.07,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,159,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1249",2014-04-01,2014,4,"NewTaipeiCity",1,30823,7.77,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,160,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1259",2014-05-01,2014,5,"NewTaipeiCity",1,34330,8.65,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,161,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1256",2014-06-01,2014,6,"NewTaipeiCity",1,32249,8.13,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,162,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1254",2014-07-01,2014,7,"NewTaipeiCity",1,33823,8.53,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,163,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1250",2014-08-01,2014,8,"NewTaipeiCity",1,31931,8.05,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,164,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1251",2014-09-01,2014,9,"NewTaipeiCity",1,32785,8.26,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,165,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1253",2014-10-01,2014,10,"NewTaipeiCity",1,30803,7.77,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,166,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
