"","Time","Year","Month","City","City_code","Recycling","Recycling_per_ca","Income","Income_thous","Population","Baby","Household_Size","EnvBud","EnvBud_perca","TimeIndicator","TT_NTC","TT_TPC","FE_NTC","FE_TPC","TE.NTC","TE.TPC","MRSP","FE_TPC","FE_TYC","FE_TCC","FE_TNC","FE_KSC","FE_Yilan","FE_KLC","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","y2000","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","Treated_y2008","DATE_2008","DATE_2009","DATE_2010","DATE_2011","DATE_2012","DATE_2013","DATE_2014","DATE_2015","DATE_2016","All_Tot","All_Cre","All_Com","All_Sch","All_Org","Pap_Tot","Pap_Cre","Pap_Com","Pap_Sch","Pap_Org","Met_Tot","Met_Cre","Met_Com","Met_Sch","Met_Org","Alu_Tot","Alu_Cre","Alu_Com","Alu_Sch","Alu_Org","Pla_Tot","Pla_Cre","Pla_Com","Pla_Sch","Pla_Org","Gla_Tot","Gla_Cre","Gla_Com","Gla_Sch","Gla_Org","Tex_Tot","Tex_Cre","Tex_Com","Tex_Sch","Tex_Org","App_Tot","App_Cre","App_Com","App_Sch","App_Org","Tir_Tot","Tir_Cre","Tir_Com","Tir_Sch","Tir_Org","Ret_Tot","Ret_Cre","Ret_Com","Ret_Sch","Ret_Org","Bat_Tot","Bat_Cre","Bat_Com","Bat_Sch","Bat_Org","Ele_Tot","Ele_Cre","Ele_Com","Ele_Sch","Ele_Org","Lig_Tot","Lig_Cre","Lig_Com","Lig_Sch","Lig_Org","Oth_Tot","Oth_Cre","Oth_Com","Oth_Sch","Oth_Org","All_Tot_pca","All_Cre_pca","All_Com_pca","All_Sch_pca","All_Org_pca","Pap_Tot_pca","Pap_Cre_pca","Pap_Com_pca","Pap_Sch_pca","Pap_Org_pca","Met_Tot_pca","Met_Cre_pca","Met_Com_pca","Met_Sch_pca","Met_Org_pca","Alu_Tot_pca","Alu_Cre_pca","Alu_Com_pca","Alu_Sch_pca","Alu_Org_pca","Pla_Tot_pca","Pla_Cre_pca","Pla_Com_pca","Pla_Sch_pca","Pla_Org_pca","Gla_Tot_pca","Gla_Cre_pca","Gla_Com_pca","Gla_Sch_pca","Gla_Org_pca","Tex_Tot_pca","Tex_Cre_pca","Tex_Com_pca","Tex_Sch_pca","Tex_Org_pca","App_Tot_pca","App_Cre_pca","App_Com_pca","App_Sch_pca","App_Org_pca","Tir_Tot_pca","Tir_Cre_pca","Tir_Com_pca","Tir_Sch_pca","Tir_Org_pca","Ret_Tot_pca","Ret_Cre_pca","Ret_Com_pca","Ret_Sch_pca","Ret_Org_pca","Bat_Tot_pca","Bat_Cre_pca","Bat_Com_pca","Bat_Sch_pca","Bat_Org_pca","Ele_Tot_pca","Ele_Cre_pca","Ele_Com_pca","Ele_Sch_pca","Ele_Org_pca","Lig_Tot_pca","Lig_Cre_pca","Lig_Com_pca","Lig_Sch_pca","Lig_Org_pca","Oth_Tot_pca","Oth_Cre_pca","Oth_Com_pca","Oth_Sch_pca","Oth_Org_pca"
"1045",2010-12-01,2010,12,"KeelungCity",17,4521.052,11.77,1084682,1084.682,384134,0.026,2.61,697415,1.81,132,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4521052,723520,394037,38122,3365373,2601749,217442,308337,25183,2050787,518411,40336,25333,2341,450401,17559,1645,4022,361,11531,435539,41182,33173,3453,357731,538638,220700,6618,1185,310135,54698,12390,2757,0,39551,78043,5020,4301,697,68025,177601,168700,9,0,8892,28193,1064,3441,1300,22388,8849,2010,478,353,6008,28440,1600,2998,935,22907,4316,2250,600,187,1279,23194,19780,70,686,2658,11.7694658634747,1.8835094003655,1.02578006633102,0.0992414105494437,8.76093498622876,6.77302451748609,0.566057677789521,0.802680835333503,0.0655578522078233,5.33872815215524,1.34955770642536,0.105005024288399,0.0659483409435249,0.00609422753518303,1.17251011365825,0.0457106114012298,0.00428235980152759,0.010470304633279,0.000939776223921861,0.0300181707425013,1.13382048972494,0.107207380757756,0.0863578855295288,0.00898905069585093,0.931266172741804,1.4022138108056,0.57453909312896,0.0172283630191548,0.00308486101204267,0.807361493645447,0.142393019102709,0.0322543695689525,0.00717718296219548,0,0.102961466571561,0.203166082669069,0.0130683563548137,0.011196613681684,0.00181447099189345,0.177086641640677,0.462341266328937,0.439169664752404,2.34293241420962e-05,0,0.0231481722523911,0.0733936595042355,0.00276986676524338,0.0089578115969948,0.0033842357094139,0.0582817454325834,0.0230362321481566,0.00523254905840149,0.00124435743776911,0.000918950158017775,0.0156403754939682,0.0740366642890241,0.00416521318081711,0.00780456819755606,0.00243404645254,0.059632836458111,0.0112356625552542,0.00585733103552406,0.00156195494280642,0.000486809290508,0.00332956728641568,0.06037997157242,0.0514924479478515,0.000182228076660749,0.00178583515127534,0.00691946039663243
"1149",2011-01-01,2011,1,"KeelungCity",17,5105.273,13.44,1063450,1063.45,379927,0.0234,2.57,638998,1.67,133,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5105273,1216866,471329,71880,3345198,3028238,392735,376059,49876,2209568,502377,109649,33140,2390,357198,20751,3928,6186,284,10353,491337,82746,30593,3629,374369,551020,306319,8417,1220,235064,76881,27270,3338,0,46273,66836,12370,4651,2098,47717,268471,259800,0,0,8671,33955,1041,4150,1315,27449,8012,861,491,473,6187,19983,3060,2334,1734,12855,5551,3763,512,262,1014,31282,30856,61,192,173,13.4375103638331,3.2028942402093,1.24057779520803,0.189194239946095,8.80484408846963,7.97057855851256,1.03371173936046,0.989819096826496,0.131277850745012,5.81576987158059,1.32229875739287,0.288605442624504,0.0872272831359709,0.00629068215736181,0.940175349475031,0.0546183872164916,0.0103388282485846,0.0162820752407699,0.00074751202204634,0.0272499717050907,1.29324054357811,0.217794471043121,0.0805233636988158,0.0095518349577682,0.985370873878403,1.45033124784498,0.806257517891595,0.0221542559491692,0.00321114319329766,0.618708330810919,0.202357294954031,0.0717769466239567,0.00878589834362917,0,0.121794449986445,0.175918005301018,0.0325588863123705,0.0122418254033012,0.00552211345863811,0.125595180126709,0.706638380530997,0.683815575097321,0,0,0.0228228054336754,0.0893724320724771,0.00274000005264169,0.0109231510263814,0.00346119122884133,0.0722480897646127,0.0210882616923777,0.00226622482740105,0.00129235353107307,0.00124497600854901,0.0162847073253546,0.0525969462554649,0.00805417882909085,0.00614328542062028,0.00456403466981815,0.0338354473359356,0.0146107015295044,0.00990453429211401,0.00134762730735115,0.000689606161183596,0.0026689337688556,0.0823368699776536,0.0812156019445841,0.000160557159664883,0.000505360240256681,0.000455350633147947
"1152",2011-02-01,2011,2,"KeelungCity",17,4850.599,12.77,1063450,1063.45,379927,0.0234,2.57,638998,1.67,134,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4850599,791700,437442,44453,3577004,3056675,262845,355758,33800,2404272,490617,88290,27118,2532,372677,18772,1980,4612,1269,10911,507588,71820,26589,2223,406956,411858,204370,7309,924,199255,54917,17000,3386,0,34531,94044,2890,4214,449,86491,132450,129960,0,0,2490,32256,450,3855,856,27095,3202,15,503,238,2446,24696,1760,1805,967,20164,3062,1710,475,66,811,21315,20820,116,153,226,12.7671868543167,2.08382136568341,1.15138434488731,0.117004056042345,9.41497708770369,8.04542714784682,0.691830272657642,0.936385147673106,0.0889644589618532,6.32824726855422,1.29134544267715,0.232386747980533,0.0713768697670868,0.00666443816838498,0.980917386761141,0.0494094918234292,0.00521152747764702,0.012139174104499,0.0033401153379465,0.0287186749033367,1.33601455016358,0.189036314871015,0.0699844970217963,0.00585112403172188,1.07114261423905,1.0840450928731,0.537919126569051,0.0192379062293546,0.00243204615623528,0.524456013918463,0.144546189136334,0.0447454379393936,0.00891223840369334,0,0.0908885127932471,0.247531762680726,0.00760672444969692,0.0110916044398003,0.00118180597851693,0.227651627812711,0.34861960323957,0.342065712623741,0,0,0.00655389061582883,0.0849005203631224,0.0011844380631016,0.0101466860739037,0.0022530644044777,0.0713163318216394,0.00842793484011402,3.94812687700532e-05,0.00132393854608912,0.000626436131151511,0.00643807889410334,0.0650019609030156,0.00463246886901957,0.00475091267532973,0.0025452257933761,0.0530733535652902,0.00805944299826019,0.00450086463978606,0.00125024017771835,0.000173717582588234,0.00213462059816754,0.0561028829222456,0.0548000010528338,0.000305321811821745,0.000402708941454543,0.000594851116135468
"1148",2011-03-01,2011,3,"KeelungCity",17,4495.319,11.83,1063450,1063.45,379927,0.0234,2.57,638998,1.67,135,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4495319,849799,463223,45798,3136499,2558712,136363,378309,29616,2014424,473850,72370,29260,5503,366717,17275,1230,5744,196,10105,436680,69190,26082,3035,338373,580634,325400,7323,798,247113,41871,7630,3409,35,30797,83076,3210,4050,530,75286,222711,220720,0,0,1991,32310,1255,4205,1294,25556,3651,1760,545,208,1138,18528,1661,1928,713,14226,3483,2030,502,165,786,18766,17180,126,845,615,11.8320598430751,2.23674284796816,1.21924211756469,0.120544209808726,8.25553066773354,6.73474641181069,0.358918950219384,0.995741287142004,0.077951817059593,5.30213435738971,1.24721328044598,0.190483961392583,0.0770147949474504,0.0144843614694402,0.965230162636507,0.0454692612001779,0.00323746403914436,0.0151186938543457,0.000515888578595362,0.0265972147280925,1.14937869643379,0.182113932413332,0.0686500301373685,0.0079883767144741,0.890626357168614,1.5282778007354,0.856480323851687,0.01927475541354,0.00210040349856683,0.65042231797161,0.110208013644726,0.0200828053810337,0.00897277634914076,9.21229604634574e-05,0.0810603089540885,0.218663058956063,0.00844899151679138,0.0106599425679144,0.00139500482987521,0.198159120041482,0.586194189936488,0.580953709528409,0,0,0.00524048040807839,0.0850426529306946,0.00330326615376112,0.0110679156785382,0.00340591745256326,0.067265553645832,0.00960974081863095,0.00463246886901957,0.00143448609864527,0.000547473593611404,0.0029953122573547,0.0487672631847697,0.00437189249513722,0.00507465907924417,0.00187667630886986,0.0374440353015184,0.00916755060840635,0.00534313170688053,0.00132130646150445,0.000434293956470585,0.00206881848355079,0.0493936993159212,0.0452192131646343,0.000331642657668447,0.00222411147404633,0.00161873201957218
"1146",2011-04-01,2011,4,"KeelungCity",17,4795.138,12.62,1063450,1063.45,379927,0.0234,2.57,638998,1.67,136,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4795138,669490,402342,41895,3681411,2856284,130740,329139,26391,2370014,513174,55410,23833,2970,430961,19641,980,4974,198,13489,495780,55630,24617,3722,411811,498091,218870,5942,1155,272124,49353,12180,2984,0,34189,97795,2030,3682,1325,90758,181564,180980,0,0,584,29849,1520,3204,1385,23740,7334,0,478,293,6563,25367,1360,1716,1675,20616,6878,5270,346,238,1024,18081,17640,57,141,243,12.6212088111664,1.76215430859086,1.05899817596538,0.110271183674759,9.68978514293535,7.51798108584017,0.344118738599784,0.866321688113769,0.0694633442740316,6.23807731485259,1.35071737465355,0.145843806836576,0.0627304719064452,0.00781729121647053,1.13432580469406,0.0516967733275077,0.00257944289297681,0.0130919887241496,0.000521152747764702,0.0355041889626165,1.3049348953878,0.146422865445204,0.0647940262208266,0.00979661882414253,1.08392138489763,1.31101764286297,0.57608435304677,0.0156398466021104,0.0030400576952941,0.716253385518797,0.129901270507229,0.0320587902412832,0.00785414040065592,0,0.0899883398652899,0.257404711957823,0.00534313170688053,0.00969133544075572,0.00348751207468803,0.238882732735499,0.477891805531063,0.476354668133615,0,0,0.0015371373974474,0.0785650927678212,0.00400076856869872,0.00843319900928336,0.00364543714976824,0.0624856880400709,0.0193037083439713,0,0.00125813643147236,0.000771200783308372,0.0172743711291906,0.0667680896593293,0.00357963503515149,0.00451665714729409,0.00440874167932261,0.0542630557975611,0.0181034777733617,0.013871085761212,0.000910701266295894,0.000626436131151511,0.0026952546147023,0.0475907213754221,0.0464299720735826,0.000150028821326202,0.0003711239264385,0.000639596554074862
"1143",2011-05-01,2011,5,"KeelungCity",17,4912.463,12.93,1063450,1063.45,379927,0.0234,2.57,638998,1.67,137,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4912463,738455,420912,53038,3700058,2890165,207900,349873,38401,2293991,516293,42910,27104,3001,443278,19209,1660,4249,223,13077,485885,42460,22215,4375,416835,590740,251700,5183,1290,332567,55034,15660,2376,0,36998,101321,6070,3019,439,91793,160781,155300,0,0,5481,32591,1145,3410,1758,26278,15473,1670,480,213,13110,22471,2160,1308,1040,17963,2978,1680,285,214,799,24860,23850,141,432,437,12.9300181350628,1.94367602197264,1.10787598670271,0.139600502201739,9.7388656241857,7.60715874365339,0.547210385152937,0.920895329892321,0.101074680135921,6.03797834847221,1.35892684647314,0.112942749528199,0.0713400205829015,0.00789888583859531,1.16674519052344,0.0505597127869301,0.00436926041055255,0.0111837274002637,0.000586954862381457,0.0344197701137324,1.27889041842249,0.111758311465097,0.0584717590484488,0.0115153700579322,1.09714497785101,1.55487764754808,0.662495689961493,0.0136420944023457,0.00339538911422457,0.875344474070019,0.14485414303274,0.0412184445959355,0.00625383297317643,0,0.0973818654636285,0.266685442203371,0.0159767534289482,0.00794626336111937,0.00115548513267022,0.241606940280633,0.423189191607862,0.408762735999284,0,0,0.0144264556085774,0.0857822686989869,0.00301373684944739,0.00897540843372543,0.00462720469985023,0.0691659187159639,0.0407262447786022,0.00439558125639926,0.0012634006006417,0.000560634016534755,0.0345066289050265,0.0591455727021244,0.00568530270288766,0.00344276663674864,0.00273736796805702,0.047280135394431,0.00783834789314789,0.00442190210224596,0.000750144106631011,0.000563266101119426,0.0021030355831515,0.0654336227749015,0.0627752173443846,0.0003711239264385,0.00113706054057753,0.00115022096350088
"1145",2011-06-01,2011,6,"KeelungCity",17,5097.29,13.42,1063450,1063.45,379927,0.0234,2.57,638998,1.67,138,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5097290,720268,422545,92928,3861549,3010662,216037,355678,75075,2363872,531931,49976,26158,3406,452391,18960,2171,4145,500,12144,486517,41192,19535,4987,420803,638652,223093,5224,1882,408453,58546,16700,1842,12,39992,105596,4535,3578,1230,96253,161333,156561,0,0,4772,32997,998,3130,2317,26552,5275,0,377,273,4625,23540,1245,1191,531,20573,3801,2086,333,230,1152,20282,18505,116,376,1285,13.4164984325936,1.89580629963125,1.11217418082948,0.244594356284234,10.1639235958487,7.92431703985239,0.568627657418399,0.936174580906332,0.197603750194116,6.22191105133355,1.40008738520821,0.131541059203479,0.0688500685658034,0.00896488009538675,1.19073137734354,0.0499043237253472,0.00571425563331903,0.010909990603458,0.00131604229233511,0.0319640351962351,1.28055389588,0.108420828211735,0.0514177723615326,0.0131262058237504,1.10758908948298,1.6809860841688,0.587199646247832,0.0137500098703172,0.00495358318834934,1.0750828448623,0.154098024094102,0.0439558125639926,0.00484829980496253,3.15850150160426e-05,0.105262326710131,0.277937603802836,0.0119365035914794,0.00941759864395002,0.00323746403914436,0.253346037528262,0.424642102298599,0.412081794660553,0,0,0.0125603076380463,0.086850895040363,0.00262682041550087,0.00823842475001777,0.00609853998268088,0.0698871098921635,0.0138842461841354,0,0.00099229588842067,0.000718559091614968,0.0121733912040997,0.0619592711231368,0.00327694530791442,0.00313481274034222,0.00139763691445988,0.0541498761604203,0.0100045535063315,0.00549052844362206,0.000876484166695181,0.000605379454474149,0.00303216144154009,0.0533839395462813,0.0487067252393223,0.000305321811821745,0.000989663803836,0.00338222869130122
"1151",2011-07-01,2011,7,"KeelungCity",17,5150.493,13.56,1063450,1063.45,379927,0.0234,2.57,638998,1.67,139,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5150493,744360,431034,22158,3952941,3085870,214970,359859,14471,2496570,550683,46675,27069,1302,475637,18519,1855,3938,118,12608,483713,39487,21580,1074,421572,602584,230615,5526,194,366249,44635,12040,2353,4,30238,102032,4100,3472,1780,92680,181247,180470,9,0,768,33094,1590,3317,431,27756,3069,0,465,108,2496,21655,1860,1417,659,17719,2228,790,318,32,1088,28001,21968,444,274,5315,13.5565332287518,1.95921848144512,1.13451794686874,0.0583217302271226,10.4044750702109,8.12227085729627,0.565819223166556,0.947179326554838,0.0380888960247627,6.57118341155011,1.44944423533995,0.122852547989482,0.071247897622438,0.00342697412924062,1.25191681559879,0.0487435744235077,0.00488251690456325,0.0103651490944313,0.000310585980991085,0.033185322443522,1.27317353070458,0.103933123994873,0.0568003853371832,0.00282685884393581,1.10961316252859,1.58605205736892,0.606998186493721,0.0145448994148876,0.000510624409426021,0.963998347050881,0.117483095436755,0.0316902983994294,0.00619329502772901,1.05283383386809e-05,0.0795889736712579,0.268556854343071,0.0107915467971479,0.00913859767797498,0.00468511056071298,0.243941599307235,0.477057434717722,0.475012304995433,2.36887612620319e-05,0,0.00202144096102672,0.087106207245076,0.00418501448962564,0.0087306245673511,0.00113442845599286,0.0730561397321064,0.00807786759035288,0,0.00122391933187165,0.000284265135144383,0.00656968312333685,0.0569977916810335,0.0048956773274866,0.00372966385647769,0.00173454374129767,0.0466379067557715,0.00586428445464523,0.00207934682188947,0.000837002897925128,8.42267067094468e-05,0.00286370802812119,0.0737010004553506,0.0578216341560352,0.00116864555559357,0.000721191176199638,0.0139895295675222
"1147",2011-08-01,2011,8,"KeelungCity",17,5293.476,13.93,1063450,1063.45,379927,0.0234,2.57,638998,1.67,140,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5293476,711230,434624,22242,4125380,3149926,196215,357913,11837,2583961,552952,42565,27131,4569,478687,18552,2255,4919,92,11286,490488,41098,24535,622,424233,639319,208261,6042,71,424945,46381,9710,3159,0,33512,107165,5510,3640,2525,95490,192900,188720,0,0,4180,32078,2015,3413,211,26439,5871,1548,536,242,3545,23062,1805,1508,1027,18722,3895,2365,343,64,1123,28363,22756,384,361,4862,13.9328765789217,1.872017519155,1.14396713052771,0.0585428253322349,10.8583491039068,8.2908716674519,0.516454476781066,0.94205728995307,0.0311559852287413,6.80120391548903,1.45541643526256,0.112034680346488,0.0714110868666876,0.0120259944673582,1.25994467358203,0.0488304332148018,0.00593535073843133,0.0129472240719928,0.00024215178178966,0.029705706622588,1.29100590376572,0.108173412260776,0.0645781952848837,0.00163715661166487,1.1166171396084,1.68274168458678,0.548160567688003,0.0159030550605774,0.000186878005511585,1.11849118383268,0.122078715121589,0.0255575413171478,0.0083147552029732,0,0.0882064186014682,0.282067344516183,0.0145027860615329,0.00958078788819957,0.00664601357629229,0.251337756990159,0.507729116382884,0.496727002818963,0,0,0.0110021135639215,0.0844320093070511,0.00530365043811048,0.00898330468747944,0.000555369847365415,0.0695896843340958,0.0154529685965988,0.00407446693706949,0.00141079733738323,0.000636964469490192,0.00933073985265591,0.0607011346916645,0.00475091267532973,0.00396918355368268,0.00270315086845631,0.0492778875941957,0.0102519694572905,0.00622488004274505,0.000902805012541883,0.000168453413418894,0.00295583098858465,0.0746538150750013,0.0598957168087554,0.00101072048051336,0.000950182535065947,0.0127971952506666
"1142",2011-09-01,2011,9,"KeelungCity",17,5395.622,14.2,1063450,1063.45,379927,0.0234,2.57,638998,1.67,141,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5395622,684359,439700,104456,4167107,3155128,188850,363886,44839,2557553,551930,42131,26812,3282,479705,18624,2074,4816,204,11530,491592,37664,24117,3855,425956,745590,203720,5891,813,535166,45311,10770,3116,0,31425,113550,4435,3615,44934,60566,178040,177700,0,0,340,32866,1021,3381,1255,27209,3743,765,544,359,2075,23620,1346,1443,1809,19022,3343,904,350,266,1823,27782,22182,597,718,4285,14.2017334909075,1.80129077428032,1.15732759187949,0.274937027376312,10.9681780973713,8.30456377146136,0.49706917381497,0.957778731177305,0.118020040692028,6.73169582577706,1.45272644481703,0.110892355636741,0.0705714518841778,0.00863850160688764,1.26262413568922,0.049019943304898,0.00545894342860602,0.0126761193597717,0.000536945255272723,0.0303479352612476,1.2939117251472,0.0991348337970189,0.0634779839284915,0.0101466860739037,1.12115222134779,1.96245594548426,0.536208271589016,0.0155056102882922,0.00213988476733688,1.40860217883962,0.119262384615992,0.0283475509768982,0.00820157556583238,0,0.0827132580732614,0.298873204589303,0.0116732951330124,0.00951498577358282,0.118270088727571,0.159414834955136,0.468616339454685,0.467721430695897,0,0,0.000894908758787872,0.0865060919597712,0.00268735836094829,0.00889907798076999,0.00330326615376112,0.0716163894642918,0.00985189260042061,0.00201354470727271,0.0014318540140606,0.000944918365896606,0.00546157551319069,0.0621698378899104,0.00354278585096611,0.00379809805567912,0.00476144101366842,0.0500675129695968,0.00879905876655252,0.00237940446454187,0.000921229604634575,0.000700134499522277,0.0047982901978538,0.0731245739313079,0.0583849002571547,0.00157135449704812,0.00188983673179321,0.0112784824453119
"1144",2011-10-01,2011,10,"KeelungCity",17,5549.371,14.61,1063450,1063.45,379927,0.0234,2.57,638998,1.67,142,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5549371,668227,436035,39995,4405114,3205690,180731,364376,25438,2635145,574320,41673,25586,2174,504887,18928,1926,4550,275,12177,495394,36146,23109,3634,432505,832584,198503,5683,662,627736,44728,11290,2624,0,30814,101255,3957,3298,1890,92110,183078,176860,0,0,6218,31104,1067,3354,1342,25341,3858,0,434,252,3172,23399,808,1278,2177,19136,5123,3571,334,188,1030,25407,21792,201,385,3029,14.6064138637159,1.75882998576042,1.14768100187668,0.105270222963885,11.5946326531149,8.43764723223146,0.475699279072032,0.959068452623793,0.0669549676648409,6.93592453287079,1.5116588186678,0.109686860896962,0.0673445161833721,0.00572215188707304,1.32890528970039,0.0498200970186378,0.00506939491007483,0.0119759848602495,0.000723823260784309,0.0320508939875292,1.30391891073812,0.0951393293974895,0.0608248426671439,0.00956499538069155,1.13838974329279,2.19143151184306,0.522476686310791,0.0149581366946808,0.00174243999505168,1.65225424884254,0.117727879303129,0.0297162349609267,0.00690658995017464,0,0.0811050543920279,0.266511724620782,0.01041515870154,0.00868061496024236,0.0049746398650267,0.242441311093973,0.481876781592253,0.465510479644774,0,0,0.0163663019474794,0.0818683589215823,0.00280843425184312,0.00882801169698389,0.00353225751262743,0.0666996554601279,0.0101545823276577,0,0.00114232470974687,0.000663285315336894,0.00834897230257392,0.0615881471966983,0.00212672434441353,0.00336380409920853,0.00573004814082705,0.0503675706122492,0.0134841693272655,0.00939917405185733,0.000879116251279851,0.000494831901918,0.00271104712221032,0.0668733730427161,0.0573583872691333,0.000529049001518713,0.00101335256509803,0.00797258420696608
"1141",2011-11-01,2011,11,"KeelungCity",17,5510.402,14.5,1063450,1063.45,379927,0.0234,2.57,638998,1.67,143,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5510402,697701,471291,41488,4299922,3205236,179846,393449,24326,2607615,555220,40157,27316,1741,486006,18907,1844,5176,282,11605,493013,35091,24793,6124,427005,805988,224701,6320,872,574095,45726,10020,3308,0,32398,103480,4030,3385,1935,94130,187348,186995,8,5,340,32103,1313,3378,1446,25966,3953,0,596,648,2709,24358,1020,1516,894,20928,3846,2206,406,95,1139,23824,19885,180,280,3479,14.5038441595359,1.83640804680899,1.24047777599381,0.109199925248798,11.3177584114843,8.43645226583001,0.473369884214599,1.03559104775391,0.0640280896066876,6.86346324425482,1.4613860031006,0.105696620666602,0.0718980225148515,0.00458245926191084,1.27920890065723,0.0497648232423597,0.00485356397413187,0.013623669810253,0.000742247852877,0.0305453416050978,1.29765191734202,0.0923624801606624,0.0652572731077286,0.0161188859965204,1.1239132780771,2.12142859022918,0.591432038259981,0.0166347745751157,0.00229517775783243,1.51106659963625,0.12035469971863,0.0263734875383955,0.00870693580608906,0,0.0852742763741456,0.272368112821674,0.010607300876221,0.00890960631910867,0.00509308367133686,0.247758121955007,0.493115782768795,0.492186656910406,2.10566766773617e-05,1.31604229233511e-05,0.000894908758787872,0.0844978114216678,0.00345592705967199,0.00889118172701598,0.00380599430943313,0.0683447083255467,0.0104046303632014,0,0.00156872241246345,0.0017055908108663,0.00713031713987161,0.064112316313397,0.00268472627636362,0.00399024023036004,0.00235308361869517,0.0550842661879782,0.0101229973126416,0.00580637859378249,0.00106862634137611,0.00025004803554367,0.00299794434193937,0.0627067831451832,0.0523390019661672,0.000473775225240638,0.00073698368370766,0.00915702227006767
"1150",2011-12-01,2011,12,"KeelungCity",17,5405.112,14.23,1063450,1063.45,379927,0.0234,2.57,638998,1.67,144,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5405112,829470,468591,39093,4067958,3175905,199220,391754,22540,2562391,503773,24808,27190,2210,449565,17792,2680,4854,249,10009,462877,39695,24704,3669,394809,781883,316793,6160,984,457946,52444,13870,2808,0,35766,100504,4280,2966,1769,91489,213800,209980,0,0,3820,32734,2295,3257,2299,24883,3922,1440,539,359,1584,22490,1290,1829,1033,18338,3997,2179,400,251,1167,25793,19947,747,119,4980,14.226711973616,2.1832352004464,1.2333711476152,0.102896082668513,10.7072095428859,8.35925059287705,0.524363890958,1.03112966438289,0.0593271865384666,6.74442985099769,1.32597314747307,0.0652967543764986,0.0715663798571831,0.00581690693212117,1.18329310630726,0.0468300489304524,0.00705398668691617,0.0127761385739892,0.000655389061582883,0.0263445346079642,1.21833141629839,0.104480597588484,0.0650230175796929,0.00965711834115501,1.03917068278906,2.0579821913157,0.833825971831431,0.0162136410415685,0.00258997123131549,1.20535260721139,0.138037043958445,0.0365070131893759,0.00739089351375396,0,0.0941391372553148,0.264535029097695,0.0112653220223885,0.00780676287813185,0.00465615763028161,0.240806786566893,0.562739684202492,0.552685121089051,0,0,0.0100545631134402,0.0861586567945948,0.00604063412181814,0.00857269949227088,0.00605116246015682,0.0654941607203489,0.0103230357410766,0.00379020180192511,0.00141869359113724,0.000944918365896606,0.00416922198211762,0.0591955823092331,0.00339538911422457,0.00481408270536182,0.00271894337596433,0.0482671671136824,0.0105204420849268,0.00573531230999639,0.00105283383386809,0.000660653230752223,0.00307164271031014,0.0678893576923988,0.0525021912104167,0.00196616718474865,0.000313218065575755,0.0131077812316577
